snp_index,position,Diversity_Hawaiian-population,Diversity_non-Hawaiian_population,CHROM,Fst
72095,11169459,5.68E-04,1.05E-04,IV,0.30107237
72095,11169459,5.68E-04,1.05E-04,IV,0.30107237
72095,11169459,5.68E-04,1.05E-04,IV,0.30107237
72095,11169459,5.68E-04,1.05E-04,IV,0.30107237
72099,11169721,3.72E-04,9.25E-05,IV,0.298405927
72109,11179387,3.43E-04,8.54E-05,IV,0.282830222
72116,11179876,2.73E-04,3.08E-05,IV,0.171638106
72118,11180125,2.87E-04,3.58E-05,IV,0.163880116
72123,11180801,4.14E-04,3.84E-05,IV,0.164456271
72128,11181624,5.28E-04,4.60E-05,IV,0.148580807
72131,11182130,5.50E-04,4.94E-05,IV,0.145199505
72135,11182631,6.25E-04,1.03E-04,IV,0.217747354
72143,11183104,9.91E-04,1.51E-04,IV,0.225137092
72149,11183987,0.001137729,1.83E-04,IV,0.231286112
72154,11184943,0.001245855,2.46E-04,IV,0.278145438
72163,11186080,0.001179535,2.27E-04,IV,0.286468895
72168,11186462,0.001066375,2.24E-04,IV,0.289452378
72170,11186639,0.001052585,2.19E-04,IV,0.292369382
72176,11186920,9.30E-04,2.18E-04,IV,0.303410961
72181,11187124,8.16E-04,2.10E-04,IV,0.322664367
72184,11187341,7.94E-04,2.07E-04,IV,0.327381608
72188,11187574,7.24E-04,1.53E-04,IV,0.305825412
72196,11188489,3.58E-04,1.05E-04,IV,0.357161566
72202,11189111,2.11E-04,7.30E-05,IV,0.402899498
72207,11189595,1.03E-04,9.95E-06,IV,0.110441221
72211,11192029,3.46E-05,8.57E-07,IV,0.069045067
72212,11192178,9.19E-06,8.57E-07,IV,0.010952507
72212,11192178,9.19E-06,8.57E-07,IV,0.010952507
72213,11195260,4.60E-06,0,IV,0.011764706
72213,11195260,4.60E-06,0,IV,0.011764706
72213,11195260,4.60E-06,0,IV,0.011764706
72214,11206816,0,4.37E-05,IV,0.677419355
72216,11207546,1.39E-04,6.92E-05,IV,0.441771101
72222,11208103,3.90E-04,7.52E-05,IV,0.345612651
72228,11208444,6.74E-04,1.33E-04,IV,0.357448294
72229,11208475,7.09E-04,1.33E-04,IV,0.348857428
72232,11209064,7.84E-04,1.42E-04,IV,0.342223321
72236,11209339,8.93E-04,1.51E-04,IV,0.330930023
72237,11209428,9.59E-04,1.53E-04,IV,0.329593675
72244,11210801,0.001126785,2.15E-04,IV,0.375479038
72248,11211319,0.001247606,2.61E-04,IV,0.409552092
72251,11211874,0.001335814,2.26E-04,IV,0.381971365
72260,11213239,0.001440219,2.19E-04,IV,0.370405615
72274,11214924,0.001425116,2.71E-04,IV,0.375772055
72283,11215804,0.001319836,2.43E-04,IV,0.369527006
72288,11216924,0.001460793,3.28E-04,IV,0.372454772
72295,11217340,0.001489029,3.67E-04,IV,0.371312561
72305,11218167,0.001591902,3.91E-04,IV,0.37354862
72309,11218348,0.001564761,3.91E-04,IV,0.371398846
72319,11219211,0.001548345,3.39E-04,IV,0.337010246
72327,11220164,0.001547688,3.11E-04,IV,0.2892368
72333,11221408,0.001488372,3.47E-04,IV,0.317995317
72340,11222029,0.001244761,3.29E-04,IV,0.329145961
72347,11222451,0.001009029,2.71E-04,IV,0.335584657
72351,11222853,8.30E-04,2.41E-04,IV,0.338486771
72355,11223780,6.54E-04,1.56E-04,IV,0.330674499
72359,11224645,5.51E-04,1.08E-04,IV,0.337074773
72365,11225355,3.39E-04,7.45E-05,IV,0.340937616
72367,11225511,3.01E-04,7.37E-05,IV,0.360900448
72371,11225843,1.49E-04,6.28E-05,IV,0.409570438
72375,11226440,2.89E-05,4.45E-05,IV,0.600046416
72381,11237709,7.33E-05,3.30E-05,IV,0.116759698
72387,11238382,1.42E-04,4.40E-05,IV,0.095538918
72387,11238382,1.42E-04,4.40E-05,IV,0.095538918
72390,11238544,2.15E-04,4.58E-05,IV,0.102237136
72396,11240187,3.74E-04,5.17E-05,IV,0.163756907
72402,11240997,5.14E-04,9.23E-05,IV,0.175909782
72410,11241885,6.38E-04,1.13E-04,IV,0.177959558
72417,11242273,8.56E-04,1.25E-04,IV,0.196436198
72421,11242491,9.91E-04,1.55E-04,IV,0.235646428
72423,11242536,0.001048208,1.61E-04,IV,0.240529685
72431,11243235,0.001052367,1.39E-04,IV,0.239444792
72442,11243901,0.001061997,1.59E-04,IV,0.274243568
72442,11243901,0.001061997,1.59E-04,IV,0.274243568
72446,11244243,9.88E-04,1.58E-04,IV,0.282573216
72452,11244703,8.30E-04,1.52E-04,IV,0.288439567
72458,11245034,6.89E-04,1.11E-04,IV,0.305235997
72466,11246358,5.65E-04,9.01E-05,IV,0.326964217
72473,11247482,3.47E-04,7.84E-05,IV,0.361778476
72478,11247858,2.73E-04,4.80E-05,IV,0.301041721
72484,11248313,2.81E-04,6.12E-05,IV,0.267129274
72493,11256108,3.39E-04,7.81E-05,IV,0.386787893
72498,11256778,2.61E-04,4.69E-05,IV,0.357190375
72500,11256942,3.16E-04,9.25E-05,IV,0.493692144
72505,11257251,4.29E-04,1.18E-04,IV,0.433060981
72506,11257326,5.06E-04,1.26E-04,IV,0.41647218
72511,11260112,6.27E-04,1.74E-04,IV,0.40957488
72512,11260178,6.32E-04,1.75E-04,IV,0.407942363
72512,11260178,6.32E-04,1.75E-04,IV,0.407942363
72513,11260272,5.72E-04,1.75E-04,IV,0.42204803
72520,11260849,6.07E-04,1.60E-04,IV,0.423376708
72529,11262613,7.07E-04,1.72E-04,IV,0.418074356
72533,11262816,8.81E-04,1.84E-04,IV,0.395697963
72539,11266733,9.67E-04,1.51E-04,IV,0.306503744
72551,11268114,9.84E-04,1.64E-04,IV,0.306573115
72558,11268641,0.001056744,1.95E-04,IV,0.317586976
72569,11270004,0.001088044,1.64E-04,IV,0.292942384
72574,11270352,0.00118632,1.86E-04,IV,0.310293752
72577,11270571,0.001338659,2.01E-04,IV,0.307056382
72581,11270794,0.00142249,2.11E-04,IV,0.298644025
72585,11271223,0.001352449,2.08E-04,IV,0.29881345
72593,11271967,0.001171218,1.80E-04,IV,0.253944264
72602,11272445,0.001092859,1.88E-04,IV,0.250611662
72613,11273710,0.001080383,2.00E-04,IV,0.280921063
72624,11275520,0.001107305,1.87E-04,IV,0.286932277
72632,11277480,9.98E-04,1.49E-04,IV,0.265616163
72641,11278526,0.001033105,1.54E-04,IV,0.276852246
72649,11279538,0.001028509,1.38E-04,IV,0.24891195
72658,11280025,0.001046895,1.98E-04,IV,0.300010878
72665,11280807,0.001013625,1.90E-04,IV,0.303429744
72670,11281667,0.00105565,2.04E-04,IV,0.304393726
72680,11283668,0.001155677,2.09E-04,IV,0.29396394
72686,11284161,0.001180192,1.92E-04,IV,0.295833074
72694,11284606,0.001064843,1.68E-04,IV,0.280444867
72702,11285613,1.00E-03,1.50E-04,IV,0.277384688
72708,11286527,9.99E-04,1.66E-04,IV,0.275497081
72714,11287111,8.55E-04,1.89E-04,IV,0.304565642
72719,11287660,7.56E-04,1.84E-04,IV,0.311771742
72725,11288584,5.86E-04,1.10E-04,IV,0.235779316
72728,11289464,5.35E-04,1.07E-04,IV,0.246533743
72732,11290198,4.63E-04,9.23E-05,IV,0.245139081
72738,11290675,3.08E-04,7.41E-05,IV,0.287908995
72740,11291104,1.88E-04,7.24E-05,IV,0.301981141
72742,11291254,1.74E-04,7.15E-05,IV,0.313992164
72746,11291896,8.25E-05,6.40E-05,IV,0.401180705
72750,11292458,4.38E-05,4.72E-05,IV,0.509996288
72753,11293065,0,2.55E-06,IV,0.010752688
72754,11360566,3.22E-05,2.56E-06,IV,0.113517854
72759,11361361,1.73E-04,4.03E-05,IV,0.364413006
72759,11361361,1.73E-04,4.03E-05,IV,0.364413006
72759,11361361,1.77E-04,4.03E-05,IV,0.35958618
72765,11363468,2.76E-04,5.39E-05,IV,0.288519808
72770,11364491,3.40E-04,6.80E-05,IV,0.262331315
72775,11364899,3.89E-04,7.14E-05,IV,0.242643577
72781,11365331,4.38E-04,1.30E-04,IV,0.298324458
72783,11365552,4.69E-04,1.34E-04,IV,0.287051356
72787,11366008,5.38E-04,1.34E-04,IV,0.273202207
72793,11366721,6.33E-04,1.41E-04,IV,0.27068194
72802,11367606,5.86E-04,1.29E-04,IV,0.289070185
72807,11367877,6.76E-04,1.40E-04,IV,0.281737084
72813,11368899,7.85E-04,1.52E-04,IV,0.276380802
72823,11370172,8.44E-04,1.60E-04,IV,0.281490101
72832,11371057,8.07E-04,1.52E-04,IV,0.285167226
72843,11372277,9.47E-04,1.74E-04,IV,0.312929885
72854,11373135,9.66E-04,1.24E-04,IV,0.279320837
72857,11373494,9.62E-04,1.21E-04,IV,0.282459438
72860,11373920,8.93E-04,1.20E-04,IV,0.291171256
72865,11374373,7.67E-04,1.11E-04,IV,0.30079388
72870,11374846,6.73E-04,8.54E-05,IV,0.25267733
72875,11375508,5.83E-04,7.38E-05,IV,0.256681971
72880,11376376,4.69E-04,6.20E-05,IV,0.26237788
72885,11376478,3.11E-04,4.02E-05,IV,0.287375646
72889,11376738,2.84E-04,3.42E-05,IV,0.307222001
72902,11386100,2.58E-04,2.20E-05,IV,0.120381939
72910,11386801,2.89E-04,2.86E-05,IV,0.174066205
72917,11387472,4.66E-04,6.72E-05,IV,0.294804539
72924,11388191,5.92E-04,9.32E-05,IV,0.274397981
72925,11388265,6.01E-04,9.82E-05,IV,0.270730394
72928,11388470,6.64E-04,1.07E-04,IV,0.272527033
72932,11388945,7.58E-04,1.18E-04,IV,0.269828043
72939,11389483,9.68E-04,1.52E-04,IV,0.260823742
72945,11389826,0.001120876,1.91E-04,IV,0.293007246
72947,11389865,0.001160492,1.99E-04,IV,0.288130214
72957,11392074,0.001093953,2.21E-04,IV,0.325471861
72965,11393071,0.001076881,2.18E-04,IV,0.320533967
72973,11393675,8.85E-04,1.80E-04,IV,0.296944347
72979,11394007,7.60E-04,1.54E-04,IV,0.311753146
72980,11394184,7.51E-04,1.49E-04,IV,0.314840434
72986,11394453,6.93E-04,2.00E-04,IV,0.337023639
72997,11396681,6.62E-04,2.22E-04,IV,0.325647234
73009,11398159,4.93E-04,1.97E-04,IV,0.34102095
73018,11402150,4.15E-04,1.57E-04,IV,0.270771715
73021,11402400,3.80E-04,1.55E-04,IV,0.278395222
73026,11402825,3.15E-04,1.19E-04,IV,0.180403012
73033,11403577,2.65E-04,1.12E-04,IV,0.191450686
73037,11403896,2.70E-04,1.13E-04,IV,0.188807588
73039,11403989,2.79E-04,1.21E-04,IV,0.182922402
73040,11404028,3.13E-04,1.52E-04,IV,0.274570908
73047,11405039,3.90E-04,1.03E-04,IV,0.197677343
73055,11407541,4.23E-04,7.59E-05,IV,0.232183549
73067,11409763,5.84E-04,8.36E-05,IV,0.227904962
73075,11411433,5.88E-04,9.63E-05,IV,0.23159612
73080,11412517,7.14E-04,1.07E-04,IV,0.231439046
73086,11413217,7.48E-04,1.31E-04,IV,0.274701516
73091,11413613,7.67E-04,1.28E-04,IV,0.274024603
73093,11413752,7.48E-04,1.26E-04,IV,0.278461238
73095,11413944,7.39E-04,1.18E-04,IV,0.282152196
73096,11414052,7.06E-04,8.69E-05,IV,0.240227791
73100,11414526,6.23E-04,7.68E-05,IV,0.2518588
73102,11414809,5.27E-04,7.02E-05,IV,0.248996409
73109,11415661,3.26E-04,5.40E-05,IV,0.283941763
73113,11416042,2.47E-04,4.14E-05,IV,0.322533181
73118,11416772,1.16E-04,2.57E-05,IV,0.403509589
73121,11417193,5.12E-05,1.71E-06,IV,0.148896842
73126,11477829,7.53E-05,2.57E-06,IV,0.179343277
73130,11478191,1.07E-04,1.27E-05,IV,0.133801942
73134,11478818,1.48E-04,1.86E-05,IV,0.104779378
73141,11479408,4.06E-04,2.63E-05,IV,0.16860067
73143,11479621,4.33E-04,3.13E-05,IV,0.160531492
73150,11480306,6.93E-04,4.72E-05,IV,0.210746492
73152,11480446,7.73E-04,4.97E-05,IV,0.217158185
73158,11480860,8.79E-04,8.63E-05,IV,0.262875711
73163,11481938,9.80E-04,9.99E-05,IV,0.249033144
73166,11482164,0.001032011,1.31E-04,IV,0.287459786
73169,11482453,9.66E-04,1.28E-04,IV,0.292575671
73176,11482924,0.001001806,1.25E-04,IV,0.298949616
73188,11484841,0.001243447,1.53E-04,IV,0.290097123
73198,11485635,0.001133133,1.67E-04,IV,0.336625085
73205,11486195,0.001194419,1.66E-04,IV,0.330810927
73216,11489101,0.001008372,1.59E-04,IV,0.329205792
73219,11489325,9.29E-04,1.56E-04,IV,0.333273753
73224,11489550,8.22E-04,1.19E-04,IV,0.311497395
73229,11489762,7.21E-04,1.06E-04,IV,0.332588785
73233,11490248,6.69E-04,7.47E-05,IV,0.288112903
73233,11490248,6.60E-04,7.47E-05,IV,0.290383307
73235,11490386,5.93E-04,6.81E-05,IV,0.291085505
73243,11491753,3.10E-04,3.45E-05,IV,0.343421743
73247,11492192,1.62E-04,1.20E-05,IV,0.115058639
73251,11492480,7.35E-05,8.55E-06,IV,0.098931494
73257,11516938,0,8.57E-07,IV,0.002150538
73262,11517480,2.17E-04,5.00E-05,IV,0.16825583
73266,11517717,2.54E-04,6.85E-05,IV,0.15388799
73270,11518180,3.51E-04,7.78E-05,IV,0.143057725
73273,11518374,4.29E-04,8.62E-05,IV,0.149844009
73276,11518794,5.75E-04,1.14E-04,IV,0.243694992
73279,11519331,6.56E-04,1.27E-04,IV,0.236572796
73279,11519331,6.56E-04,1.27E-04,IV,0.236572796
73279,11519331,6.56E-04,1.27E-04,IV,0.236572796
73279,11519331,6.56E-04,1.27E-04,IV,0.236572796
73279,11519331,6.56E-04,1.27E-04,IV,0.236769172
73285,11520118,4.39E-04,7.74E-05,IV,0.267681207
73289,11520976,4.02E-04,5.89E-05,IV,0.285404422
73293,11521714,3.04E-04,4.96E-05,IV,0.325798055
73295,11521828,2.27E-04,4.12E-05,IV,0.361723067
73298,11522305,8.10E-05,1.34E-05,IV,0.180281528
73304,11550472,4.71E-05,4.27E-06,IV,0.146061237
73308,11551065,9.76E-05,1.27E-05,IV,0.109519307
73315,11551660,2.75E-04,1.07E-04,IV,0.30184693
73315,11551660,3.08E-04,1.13E-04,IV,0.288135498
73317,11552276,3.75E-04,1.22E-04,IV,0.267376546
73321,11552615,4.45E-04,1.77E-04,IV,0.310198722
73325,11552749,5.48E-04,1.91E-04,IV,0.283301197
73333,11554896,6.76E-04,2.50E-04,IV,0.300612583
73337,11555719,7.91E-04,3.64E-04,IV,0.322292625
73342,11556074,8.40E-04,4.28E-04,IV,0.335866301
73350,11557002,8.59E-04,4.27E-04,IV,0.331300586
73359,11557416,9.16E-04,4.28E-04,IV,0.325586056
73368,11558049,7.76E-04,3.39E-04,IV,0.310699309
73370,11558599,7.98E-04,3.39E-04,IV,0.3069952
73375,11559201,8.22E-04,3.36E-04,IV,0.304445264
73384,11560237,8.77E-04,3.67E-04,IV,0.337257282
73394,11561174,9.54E-04,4.04E-04,IV,0.327106753
73406,11562359,8.77E-04,3.69E-04,IV,0.310293194
73413,11564389,9.04E-04,2.72E-04,IV,0.269334852
73423,11565289,9.83E-04,2.16E-04,IV,0.230503862
73433,11566543,9.87E-04,2.21E-04,IV,0.231575422
73442,11567668,9.11E-04,2.10E-04,IV,0.236567862
73447,11567998,9.41E-04,2.07E-04,IV,0.236530522
73456,11569066,0.001006621,2.21E-04,IV,0.228252882
73464,11570233,0.001000055,2.30E-04,IV,0.229503279
73472,11570906,9.26E-04,1.79E-04,IV,0.113843739
73479,11571562,7.84E-04,1.78E-04,IV,0.172630346
73488,11573060,8.19E-04,2.00E-04,IV,0.228051624
73494,11573328,7.37E-04,1.87E-04,IV,0.234187515
73504,11574137,6.83E-04,1.83E-04,IV,0.24261853
73514,11575246,7.63E-04,2.22E-04,IV,0.290876639
73521,11577268,7.82E-04,2.39E-04,IV,0.287362159
73528,11577958,7.68E-04,2.79E-04,IV,0.327729644
73537,11579193,6.91E-04,2.60E-04,IV,0.345367022
73546,11580213,7.77E-04,2.62E-04,IV,0.339797504
73553,11580905,7.54E-04,2.73E-04,IV,0.378802595
73555,11581011,7.44E-04,2.24E-04,IV,0.354865652
73564,11582106,7.89E-04,1.94E-04,IV,0.320771768
73571,11583563,7.61E-04,1.96E-04,IV,0.324384951
73579,11584802,8.26E-04,2.37E-04,IV,0.330237849
73584,11585087,6.76E-04,1.91E-04,IV,0.309540729
73588,11585911,6.25E-04,1.74E-04,IV,0.322549489
73591,11587123,5.73E-04,1.33E-04,IV,0.276018173
73593,11587264,5.28E-04,1.31E-04,IV,0.285322162
73597,11587850,3.58E-04,1.15E-04,IV,0.310666981
73601,11588561,3.31E-04,6.89E-05,IV,0.233637422
73602,11588565,3.03E-04,6.72E-05,IV,0.240697206
73606,11588923,1.72E-04,5.13E-05,IV,0.260955681
73610,11589620,1.40E-04,4.54E-05,IV,0.295589373
73614,11619576,8.97E-06,8.57E-07,IV,0.032494169
73616,11620547,5.60E-05,8.57E-07,IV,0.137708855
73617,11620639,1.04E-04,3.46E-05,IV,0.062639291
73618,11620880,1.89E-04,7.47E-05,IV,0.183016908
73622,11622670,2.84E-04,7.98E-05,IV,0.160972115
73624,11623128,2.93E-04,8.07E-05,IV,0.157536037
73627,11623305,3.81E-04,1.18E-04,IV,0.172437406
73633,11624262,4.55E-04,1.49E-04,IV,0.15868138
73635,11625463,4.93E-04,1.55E-04,IV,0.158787989
73641,11625997,5.63E-04,1.67E-04,IV,0.15196119
73646,11626612,6.31E-04,2.00E-04,IV,0.139619104
73653,11627096,7.53E-04,2.43E-04,IV,0.151564817
73656,11627737,7.19E-04,2.11E-04,IV,0.160774619
73659,11628116,6.98E-04,2.06E-04,IV,0.125624821
73666,11628558,6.83E-04,2.11E-04,IV,0.14410582
73669,11628921,6.87E-04,2.54E-04,IV,0.204180059
73675,11629408,6.96E-04,2.34E-04,IV,0.262913391
73684,11630645,7.22E-04,2.15E-04,IV,0.265123264
73691,11631352,7.02E-04,2.31E-04,IV,0.26164569
73704,11635759,6.96E-04,2.27E-04,IV,0.261885925
73711,11636381,7.31E-04,2.08E-04,IV,0.288724091
73721,11637250,6.22E-04,1.70E-04,IV,0.297318028
73729,11638180,6.98E-04,2.12E-04,IV,0.272527042
73733,11638330,6.42E-04,1.77E-04,IV,0.292763433
73737,11638789,6.11E-04,2.10E-04,IV,0.336805827
73745,11639965,7.04E-04,1.74E-04,IV,0.279527099
73754,11640948,7.03E-04,1.63E-04,IV,0.207310277
73761,11641499,6.49E-04,1.83E-04,IV,0.21091377
73768,11642083,7.17E-04,1.93E-04,IV,0.201988136
73780,11644231,8.81E-04,2.03E-04,IV,0.219491376
73787,11644824,8.88E-04,2.22E-04,IV,0.194726952
73793,11645472,8.42E-04,2.23E-04,IV,0.198173106
73803,11646606,8.37E-04,2.43E-04,IV,0.261854745
73808,11647234,9.06E-04,2.75E-04,IV,0.251382453
73814,11648116,9.73E-04,2.39E-04,IV,0.201323949
73823,11649139,8.85E-04,2.43E-04,IV,0.205193569
73834,11651688,8.61E-04,3.32E-04,IV,0.301853569
73841,11652143,9.38E-04,3.52E-04,IV,0.330943582
73847,11653262,9.47E-04,3.74E-04,IV,0.363273048
73857,11654389,7.87E-04,3.70E-04,IV,0.36986762
73869,11656142,8.61E-04,3.60E-04,IV,0.359159945
73873,11656483,9.51E-04,3.86E-04,IV,0.34367083
73878,11657460,9.49E-04,3.31E-04,IV,0.324605268
73884,11658004,8.77E-04,3.02E-04,IV,0.338223622
73890,11658702,8.01E-04,2.98E-04,IV,0.349522273
73898,11659423,9.61E-04,3.45E-04,IV,0.34831767
73909,11659983,9.57E-04,2.75E-04,IV,0.275888291
73917,11661971,9.52E-04,2.61E-04,IV,0.248939517
73926,11664056,9.64E-04,2.69E-04,IV,0.252221711
73930,11664484,8.96E-04,2.54E-04,IV,0.262958794
73939,11665105,7.02E-04,2.29E-04,IV,0.291299149
73947,11665923,8.40E-04,2.47E-04,IV,0.315497811
73954,11666429,8.59E-04,2.86E-04,IV,0.290665316
73961,11667016,9.51E-04,3.02E-04,IV,0.277404034
73971,11670338,0.001077538,3.16E-04,IV,0.263411525
73982,11671323,9.77E-04,0.000306333,IV,0.281284324
73993,11672223,9.45E-04,2.91E-04,IV,0.286569327
74001,11673105,9.39E-04,2.96E-04,IV,0.296748199
74013,11673589,9.62E-04,2.45E-04,IV,0.249419612
74018,11674197,0.001070315,2.57E-04,IV,0.236717342
74022,11674254,0.001132695,2.65E-04,IV,0.230387569
74031,11675419,0.001020192,2.64E-04,IV,0.200242549
74041,11676634,9.92E-04,2.26E-04,IV,0.209182257
74051,11677660,0.001006183,2.10E-04,IV,0.210567829
74063,11678244,8.77E-04,1.99E-04,IV,0.219202619
74074,11679598,8.72E-04,1.51E-04,IV,0.160060916
74084,11681103,0.001029822,1.55E-04,IV,0.17643419
74091,11681735,9.81E-04,1.23E-04,IV,0.133078474
74102,11682998,9.24E-04,1.24E-04,IV,0.132724242
74113,11684651,9.74E-04,1.59E-04,IV,0.145381341
74122,11685071,0.00107907,1.65E-04,IV,0.169507761
74132,11685837,0.001173844,1.61E-04,IV,0.186445471
74141,11687359,0.001306265,1.58E-04,IV,0.196963277
74150,11688199,0.001326621,2.00E-04,IV,0.247005703
74160,11689108,0.001479836,2.03E-04,IV,0.25103653
74169,11690164,0.001535212,2.40E-04,IV,0.265720795
74177,11690779,0.001412859,2.28E-04,IV,0.273199958
74183,11691376,0.001419644,2.22E-04,IV,0.273896322
74189,11691878,0.001467579,2.10E-04,IV,0.273606653
74202,11693455,0.001454227,1.66E-04,IV,0.279526666
74213,11694377,0.001487934,1.57E-04,IV,0.271597746
74227,11697248,0.001506101,1.56E-04,IV,0.264769938
74235,11698291,0.001449412,1.70E-04,IV,0.269287253
74243,11698761,0.001398851,1.68E-04,IV,0.263578006
74251,11699450,0.001318741,1.63E-04,IV,0.266844815
74261,11700045,0.001311956,1.35E-04,IV,0.253381415
74269,11700526,0.001422271,1.40E-04,IV,0.244358008
74276,11701560,0.001494501,1.98E-04,IV,0.279853615
74283,11702186,0.00143409,1.98E-04,IV,0.283022856
74291,11703321,0.001330342,2.02E-04,IV,0.283989785
74298,11704346,0.001128974,1.98E-04,IV,0.295027415
74305,11704947,8.87E-04,1.54E-04,IV,0.315797224
74309,11705224,7.38E-04,1.34E-04,IV,0.324742883
74313,11705863,6.57E-04,9.12E-05,IV,0.285849403
74315,11705935,5.47E-04,8.78E-05,IV,0.287824281
74322,11706654,4.30E-04,7.69E-05,IV,0.303954899
74333,11707895,4.54E-04,1.04E-04,IV,0.30272174
74340,11715034,3.31E-04,4.42E-05,IV,0.178411564
74348,11715768,3.71E-04,6.01E-05,IV,0.203528451
74354,11716793,4.64E-04,7.01E-05,IV,0.237070032
74356,11717312,5.50E-04,9.10E-05,IV,0.235904165
74361,11717700,6.39E-04,1.19E-04,IV,0.228775348
74364,11718043,7.11E-04,1.43E-04,IV,0.229566494
74371,11719228,8.58E-04,1.94E-04,IV,0.203021739
74380,11720389,0.001079289,2.18E-04,IV,0.207620146
74383,11720541,0.001138824,2.25E-04,IV,0.206140717
74393,11722103,0.00105959,2.13E-04,IV,0.204125827
74398,11722605,0.001059808,2.14E-04,IV,0.203880653
74404,11722920,9.77E-04,1.99E-04,IV,0.197228583
74414,11723510,9.37E-04,2.17E-04,IV,0.173610276
74418,11723618,8.65E-04,2.01E-04,IV,0.165097613
74430,11725254,8.69E-04,2.06E-04,IV,0.152455764
74435,11725887,8.25E-04,1.99E-04,IV,0.141888769
74446,11728145,7.87E-04,1.63E-04,IV,0.155809566
74462,11730013,6.91E-04,0.000190082,IV,0.117058773
74471,11730805,8.13E-04,2.29E-04,IV,0.185421952
74481,11732096,7.63E-04,2.18E-04,IV,0.170949332
74486,11732882,8.64E-04,2.32E-04,IV,0.168161072
74494,11733493,0.00107513,3.18E-04,IV,0.159665953
74507,11734470,0.001110588,3.47E-04,IV,0.153456236
74514,11734884,0.001243666,4.79E-04,IV,0.221889048
74525,11735715,0.001181943,5.02E-04,IV,0.254141091
74529,11736644,0.001163557,5.26E-04,IV,0.284318713
74536,11737339,0.001164651,5.29E-04,IV,0.28879137
74549,11738586,0.001111902,5.39E-04,IV,0.323078452
74558,11739290,0.001002025,5.29E-04,IV,0.300473009
74573,11740740,0.001153269,5.62E-04,IV,0.298122333
74579,11742038,0.001150205,5.75E-04,IV,0.312656775
74590,11743268,0.001006621,6.10E-04,IV,0.377447883
74600,11744310,9.99E-04,5.68E-04,IV,0.396467294
74609,11745438,9.00E-04,4.32E-04,IV,0.378305964
74617,11745773,9.25E-04,3.87E-04,IV,0.356802572
74624,11746352,9.92E-04,3.66E-04,IV,0.325037475
74634,11747637,0.001159398,3.81E-04,IV,0.319227816
74647,11749588,0.001188509,3.30E-04,IV,0.289741218
74655,11750569,0.001269056,3.05E-04,IV,0.290988104
74668,11751866,0.001105773,2.82E-04,IV,0.293387288
74675,11752200,0.001020629,2.58E-04,IV,0.28178607
74680,11752458,9.35E-04,1.34E-04,IV,0.197375587
74684,11752711,8.12E-04,1.13E-04,IV,0.178825956
74687,11753241,7.65E-04,1.11E-04,IV,0.180461486
74691,11753599,7.09E-04,1.01E-04,IV,0.185213433
74697,11754121,6.32E-04,8.07E-05,IV,0.178215357
74704,11754540,3.55E-04,4.78E-05,IV,0.111383624
74710,11755054,2.53E-04,3.78E-05,IV,0.120010861
74715,11755692,9.63E-05,2.44E-05,IV,0.063643781
74720,11756380,3.13E-05,4.26E-06,IV,0.031858208
74725,11820844,6.30E-05,6.65E-06,IV,0.294657806
74729,11821532,1.24E-04,2.17E-05,IV,0.209844611
74735,11821956,3.45E-04,6.35E-05,IV,0.248839615
74739,11822551,3.64E-04,1.22E-04,IV,0.319503042
74745,11822822,5.06E-04,1.31E-04,IV,0.287596907
74748,11823654,5.73E-04,1.58E-04,IV,0.282328558
74751,11823900,6.80E-04,1.82E-04,IV,0.284301295
74754,11823949,8.16E-04,1.98E-04,IV,0.285658994
74762,11824660,9.74E-04,2.21E-04,IV,0.269686178
74767,11825149,0.001076005,2.24E-04,IV,0.259766006
74770,11825308,0.001022161,2.17E-04,IV,0.256312402
